id,label_lb,description_lb,class_id,class_label_lb,ner_tag
Q57474,Norbert Lammert,däitsche Politiker,Q5,Mënsch,PER
Q57478,Nicolae Timofti,moldawesche Jurist a Politiker,Q5,Mënsch,PER
Q57480,Abed Rabbo Mansur Hadi,jemenitesche Generolmajouer a Landespresident,Q5,Mënsch,PER
Q57482,Mahamadou Issoufou,nigresche Politiker,Q5,Mënsch,PER
Q57484,Ruth Fuchs,däitsch Politikerin,Q5,Mënsch,PER
Q57487,Maria Barbara Bach,däitsch Sängerin,Q5,Mënsch,PER
Q57492,Arnold Schwassmann,däitschen Astronom,Q5,Mënsch,PER
Q57493,Iolu Abil,Politiker vu Vanatu,Q5,Mënsch,PER
Q57505,Franz Josef Jung,däitsche Politiker,Q5,Mënsch,PER
Q57511,Franz Joseph Gall,däitschen Dokter an Neuroanatom,Q5,Mënsch,PER
Q57512,Michel Martelly,"haitianesche Komponist, Sänger a Politiker",Q5,Mënsch,PER
Q57515,Mohammed Waheed Hassan,maledivesche Politiker,Q5,Mënsch,PER
Q57526,Bujar Nishani,albanesche Politiker,Q5,Mënsch,PER
Q57528,Elisabeth Christine vu Braunschweig-Wolfenbüttel,"däitsch Adeleg, Fra vum Keeser Charel VI.",Q5,Mënsch,PER
Q57530,Gurbanguly Berdimuhamedow,turkmeenesche Politiker,Q5,Mënsch,PER
Q57542,Filip Vujanović,montenegrinesche Politiker,Q5,Mënsch,PER
Q57557,Andrea Petkovic,däitsch Tennisspillerin,Q5,Mënsch,PER
Q57559,Anna-Lena Grönefeld,däitsch Tennisspillerin,Q5,Mënsch,PER
Q57576,Kurt Daluege,däitsche Politiker,Q5,Mënsch,PER
Q57578,Herbert Backe,däitsche Politiker,Q5,Mënsch,PER
Q57584,Curd Jürgens,däitsch-éisträichesche Schauspiller a Filmregisseur,Q5,Mënsch,PER
Q57590,Mykola Asarow,ukrainesche Politiker,Q5,Mënsch,PER
Q57596,Shawn Bradley,amerikanesche Politiker,Q5,Mënsch,PER
Q57600,Nguyễn Tấn Dũng,vietnameesesche Politiker,Q5,Mënsch,PER
Q57601,Roland Freisler,däitsche Politiker,Q5,Mënsch,PER
Q57604,Hildegard Knef,"däitsch Schauspillerin, Chansonsängerin an Autorin",Q5,Mënsch,PER
Q57606,Robert Fico,slowakesche Jurist a Politiker,Q5,Mënsch,PER
Q57611,Jadranka Kosor,kroatesch Politikerin a Journalistin,Q5,Mënsch,PER
Q57615,Pedro Passos Coelho,portugisesche Politiker,Q5,Mënsch,PER
Q57620,Lawrence Gonzi,malteesesche Politiker,Q5,Mënsch,PER
Q57630,Valdis Dombrovskis,lettesche Politiker,Q5,Mënsch,PER
Q57638,Jyrki Katainen,finnesche Politiker,Q5,Mënsch,PER
Q57640,Andrus Ansip,estesche Politiker,Q5,Mënsch,PER
Q57647,Yoshihiko Noda,japanesche Politiker,Q5,Mënsch,PER
Q57649,José Maria Neves,kapverdianesche Politiker,Q5,Mënsch,PER
Q57652,Helle Thorning-Schmidt,dänesch Politikerin,Q5,Mënsch,PER
Q57661,Jean-Claude Juncker,lëtzebuergesche Politiker,Q5,Mënsch,PER
Q57664,Emma vu Waldeck-Pyrmont,Kinnigin vun Holland a Groussherzogin vu Lëtzebuerg,Q5,Mënsch,PER
Q57670,Yingluck Shinawatra,thailännesch Managerin a Politikerin,Q5,Mënsch,PER
Q57681,José Antonio Primo de Rivera,Spuenesche Politiker,Q5,Mënsch,PER
Q57682,Matthias Platzeck,däitsche Politiker,Q5,Mënsch,PER
Q57687,Zoran Milanović,kroatesche Politiker,Q5,Mënsch,PER
Q57692,Victor Ponta,rumänesche Politiker,Q5,Mënsch,PER
Q57709,Freundel Stuart,Politiker vu Barbados,Q5,Mënsch,PER
Q57712,Kamla Persad-Bissessar,Premierministesch vun Trinidad an Tobago,Q5,Mënsch,PER
Q57713,Winifred Wagner,däitsch Komponistin,Q5,Mënsch,PER
Q57751,Jérôme Cahuzac,franséische Politiker,Q5,Mënsch,PER
Q57758,Faustin-Archange Touadéra,Politiker aus der Zentralafrikanescher Republik,Q5,Mënsch,PER
Q57762,Morgan Tsvangirai,simbabwesche Politiker,Q5,Mënsch,PER
Q57775,Bojko Borissow,bulgaresche Politiker,Q5,Mënsch,PER
Q57778,Klaus Tschütscher,liechtensteinesche Jurist a Politiker,Q5,Mënsch,PER
Q57783,John Key,neiséilännesche Politiker,Q5,Mënsch,PER
Q57792,Mark Rutte,hollännesche Politiker,Q5,Mënsch,PER
Q57794,Bidsina Iwanischwili,georgesche Geschäftsmann a Politiker,Q5,Mënsch,PER
Q57806,Antonis Samaras,griichesche Politiker,Q5,Mënsch,PER
Q57815,Enda Kenny,iresche Politiker,Q5,Mënsch,PER
Q57819,Jhala Nath Khanal,nepaleesesche Politiker,Q5,Mënsch,PER
Q57829,Johann Christoph Bach,däitsche Komponist (1642–1703),Q5,Mënsch,PER
Q57843,Ivica Dačić,serbesche Politiker,Q5,Mënsch,PER
Q57928,Annette Schavan,däitsch Politikerin,Q5,Mënsch,PER
Q57942,Tatjana Maria,däitsch Tennisspillerin,Q5,Mënsch,PER
Q57952,Manfred Rommel,däitsche Politiker,Q5,Mënsch,PER
Q57959,Jan Ullrich,däitsche Vëlossportler,Q5,Mënsch,PER
Q57960,Christian Heinrich Friedrich Peters,däitsch-US-amerikaneschen Astronom,Q5,Mënsch,PER
Q57963,Johannes Hevelius,polneschen Astronom,Q5,Mënsch,PER
Q58031,Werner Sombart,däitsche Soziolog an Ekonomist,Q5,Mënsch,PER
Q58052,Friedrich Eugen,Herzog vu Württemberg,Q5,Mënsch,PER
Q58059,Johann Karl Ehrenfried Kegel,däitschen Agronom an Auteur,Q5,Mënsch,PER
Q58062,Georg Forster,"däitsche Naturfuerscher, Ethnolog, Schrëftsteller, Journalist a Revolutionär",Q5,Mënsch,PER
Q58087,Iurie Leancă,moldaweschen Diplomat a Politiker,Q5,Mënsch,PER
Q58130,Michèle Alliot-Marie,franséische Politiker,Q5,Mënsch,PER
Q58132,Nicolás Maduro,venezuelanesche Politiker,Q5,Mënsch,PER
Q58156,Saud ibn Faisal,saudesche Politiker,Q5,Mënsch,PER
Q58200,Jean Asselborn,lëtzebuergesche Politiker,Q5,Mënsch,PER
Q58284,Guido Westerwelle,däitsche Politiker,Q5,Mënsch,PER
Q58328,Jean-Baptiste Biot,"franséische Physiker, Mathematiker, Astronom a Geodet",Q5,Mënsch,PER
Q58377,André Schürrle,däitsche foussballspiller,Q5,Mënsch,PER
Q58444,Liam Neeson,britteschen Theater- a Filmschauspiller,Q5,Mënsch,PER
Q58609,Franz Müntefering,däitsche Politiker,Q5,Mënsch,PER
Q58632,Hans Eysenck,brittesche Psycholog,Q5,Mënsch,PER
Q58645,Robert Ley,däitsche Politiker,Q5,Mënsch,PER
Q58654,Hans-Joachim Stuck,däitschen Autosportler,Q5,Mënsch,PER
Q58659,Robert Förster,däitsche Vëlossportler,Q5,Mënsch,PER
Q58662,Peter Apian,däitsche Renaissancegeléierten,Q5,Mënsch,PER
Q58667,Otto Braun,däitsche Politiker,Q5,Mënsch,PER
Q58685,Friedrich Wilhelm August Argelander,däitschen Astronom,Q5,Mënsch,PER
Q58760,Roger Cicero,däitsche Sänger,Q5,Mënsch,PER
Q58785,Kollegah,däitsche Rapper,Q5,Mënsch,PER
Q58801,Conrad Veidt,däitsche Schauspiller (1893-1943),Q5,Mënsch,PER
Q58812,Hermann Karl Vogel,däitschen Astrophysiker,Q5,Mënsch,PER
Q58833,Peter von Cornelius,däitsche Moler,Q5,Mënsch,PER
Q58847,Otto Wilhelm von Struve,däitschen Astronom,Q5,Mënsch,PER
Q58855,Jens Voigt,däitsche Vëlossportler,Q5,Mënsch,PER
Q58857,Carl Friedrich Zelter,däitsche Komponist,Q5,Mënsch,PER
Q58912,Courteney Cox,amerikanesch Schauspillerin,Q5,Mënsch,PER
Q58963,Charles Thomas Kowal,US-amerikaneschen Astronom,Q5,Mënsch,PER
Q58978,Max Born,däitsche Physiker,Q5,Mënsch,PER
Q59129,Michael Cimino,US-amerikanesche Filmregisseur an Dréibuchauteur,Q5,Mënsch,PER
Q59204,Alberto Lattuada,"italieenesche Filmregisseur, Schauspiller, Dréibuchauteur a Filmproduzent",Q5,Mënsch,PER
Q59210,Mario Soldati,"italieeneschen Auteur, Filmregisseur an Dréibuchauteur",Q5,Mënsch,PER
Q59215,Robert Redford,"amerikanesche Schauspiller, Filmregisseur a Filmproduzent",Q5,Mënsch,PER
Q59259,Michael Bay,US-amerikanesche Filmregisseur a -produzent,Q5,Mënsch,PER
Q59314,Gloria Grahame,amerikanesch Schauspillerin,Q5,Mënsch,PER
Q59315,Patrick Leahy,amerikanesche Politiker,Q5,Mënsch,PER
Q59335,Guy Molinari,amerikanesche Politiker,Q5,Mënsch,PER
Q59445,John G. Utterback,amerikanesche Politiker,Q5,Mënsch,PER
Q59972,Ladislao Vajda,"ungaresche Filmregisseur, Dréibuchauteur a Filmediteur",Q5,Mënsch,PER
Q60025,Hannah Arendt,"däitsch-US-amerikanesch, Philosophin a politesch Theoreetikerin",Q5,Mënsch,PER
Q60030,Herbert Marcuse,"däitsch-US-amerikanesche Philosoph, Politolog a Soziolog",Q5,Mënsch,PER
Q60052,Gustav Robert Kirchhoff,däitsche Physiker,Q5,Mënsch,PER
Q60093,Konrad Zuse,däitschen Ingenieur a Computer-Pionéier,Q5,Mënsch,PER
Q60113,Bernhard von Bülow,däitsche Politiker,Q5,Mënsch,PER
Q60116,Conrad Gesner,"Schwäizer Polyhistor, Dokter an Naturfuerscher",Q5,Mënsch,PER
Q60133,Wilhelm Beer,däitschen Astronom,Q5,Mënsch,PER
Q60153,Otto Graf Lambsdorff,däitsche Politiker,Q5,Mënsch,PER
Q60170,Ricky Widianto,Badmintonspiller,Q5,Mënsch,PER
Q60173,Sam Magee,Badmintonspiller,Q5,Mënsch,PER
Q60204,David Fabricius,"däitsche Theolog,  Amateurastronom a Kartograph",Q5,Mënsch,PER
Q60206,Ariel Sharon,israeelesche Generol a Politiker,Q5,Mënsch,PER
Q60241,Selena Piek,Badmintonspillerin,Q5,Mënsch,PER
Q60243,Marcus Ellis,Badmintonspiller,Q5,Mënsch,PER
Q60274,Irfan Fadhilah,Badmintonspiller,Q5,Mënsch,PER
Q60276,Weni Anggraini,Badmintonspillerin,Q5,Mënsch,PER
Q60304,Emma de Caunes,franséisch Schauspillerin,Q5,Mënsch,PER
Q60307,Richi Puspita Dili,Badmintonspillerin,Q5,Mënsch,PER
Q60311,Iris Tabeling,Badmintonspillerin,Q5,Mënsch,PER
Q60315,Sebastian Rudy,däitsche foussballspiller,Q5,Mënsch,PER
Q60340,Sven Ulreich,däitsche foussballspiller,Q5,Mënsch,PER
Q60452,Wolfgang Wagner,däitsche Regisseur,Q5,Mënsch,PER
Q60465,Wieland Wagner,däitschen Opereregisseur,Q5,Mënsch,PER
Q60467,Itokawa Hideo,japanesch Rakéitentechniker,Q5,Mënsch,PER
Q60528,Helene Weigel,éisträichesch-däitsch Schauspillerin,Q5,Mënsch,PER
Q60539,Horst Buchholz,däitsche Schauspiller,Q5,Mënsch,PER
Q60547,Warren Rudman,amerikanesche Politiker,Q5,Mënsch,PER
Q60592,Otto Finsch,däitschen Explorateur,Q5,Mënsch,PER
Q60650,Ernst von Weizsäcker,däitsche Politiker,Q5,Mënsch,PER
Q60684,Novalis,ďäitsche Schrëftsteller a Philosoph,Q5,Mënsch,PER
Q60772,Ursula von der Leyen,däitsch Politikerin,Q5,Mënsch,PER
Q60777,Manfred Wörner,däitsche Politiker,Q5,Mënsch,PER
Q60788,Otto Schily,däitsche Politiker,Q5,Mënsch,PER
Q60801,Louis Jouvet,franséische Schauspiller a Regisseur,Q5,Mënsch,PER
Q60802,Elizabeth Reaser,amerikanesch Schauspillerin,Q5,Mënsch,PER
Q60809,Ansel Adams,amerikanesche Fotograf,Q5,Mënsch,PER
Q60848,Kristina Schröder,däitsch Politikerin,Q5,Mënsch,PER
Q60851,Alfred Andersch,däitsche Schrëftsteller,Q5,Mënsch,PER
Q60854,Johann Valentin Andreae,"däitsche Schrëftsteller, Mathematiker, Theolog a Sozialreformator",Q5,Mënsch,PER
Q60857,Stefan Schumacher,däitsche Vëlossportler,Q5,Mënsch,PER
Q60858,Douglas Sirk,internationalen Dréibuchauteur a Filmregisseur,Q5,Mënsch,PER
Q60859,Fritz Straßmann,däitsche Cheemiker,Q5,Mënsch,PER
Q60861,Friedrich August Theodor Winnecke,däitschen Astronom,Q5,Mënsch,PER
Q60862,Patrik Sinkewitz,däitsche Vëlossportler,Q5,Mënsch,PER
Q60863,Nadja Uhl,däitsch Schauspillerin,Q5,Mënsch,PER
Q60872,Brigitte Zypries,däitsch Politikerin,Q5,Mënsch,PER
Q60876,Heinz Rühmann,däitsche Schauspiller,Q5,Mënsch,PER
Q60891,Martin Schwarzschild,US-amerikaneschen Astrophysiker,Q5,Mënsch,PER
Q60902,Gustav Spörer,däitschen Astronom,Q5,Mënsch,PER
Q60908,Moritz Hauptmann,däitsche Komponist,Q5,Mënsch,PER
Q60917,Barbara Sukowa,däitsch Schauspillerin,Q5,Mënsch,PER
Q60953,Lilli Palmer,däitsch Schauspillerin,Q5,Mënsch,PER
Q60954,Heinrich von Brentano,däitsche Politiker,Q5,Mënsch,PER
Q60955,Botho Strauß,däitsche Schrëftsteller,Q5,Mënsch,PER
Q60965,Johann Friedrich Agricola,däitsche Komponist,Q5,Mënsch,PER
Q60975,Jürgen Rüttgers,däitsche Politiker,Q5,Mënsch,PER
Q60998,Shantel,däitschen DJ a Museksproduzent,Q5,Mënsch,PER
Q61013,Egon Klepsch,däitsche Politiker,Q5,Mënsch,PER
Q61049,Tony Martin,däitsche Vëlossportler,Q5,Mënsch,PER
Q61053,Olaf Scholz,"däitsche Politiker (SPD), néngte Kanzler vun der Bundesrepublik Däitschland (2021–2025), Member vum Bundestag",Q5,Mënsch,PER
Q61056,Al-Ma’mūn,Kalif,Q5,Mënsch,PER
Q61064,Wassily Kandinsky,"russesche Moler, Graphiker a Konschttheoretiker",Q5,Mënsch,PER
Q61071,Walter Gropius,däitschen Architek,Q5,Mënsch,PER
Q61099,Karoline Herfurth,däitsch Schauspillerin,Q5,Mënsch,PER
Q61130,Luigi Colani,däitschen Designer,Q5,Mënsch,PER
Q61161,Judith Arndt,däitsch Vëlosportlerin,Q5,Mënsch,PER
Q61163,Josef Pieper,däitsche chrëschtleche Philosoph,Q5,Mënsch,PER
Q61192,Paul Götz,däitschen Astronom,Q5,Mënsch,PER
Q61205,Wolfgang Sawallisch,däitschen Dirigent a Pianist,Q5,Mënsch,PER
Q61227,Petra Kelly,däitsch Politikerin,Q5,Mënsch,PER
Q61238,Nina Hoss,däitsch Schauspillerin,Q5,Mënsch,PER
Q61240,Hermann Graf,däitschen Offizéier a Juegdpilot,Q5,Mënsch,PER
Q61250,Martin Bangemann,däitsche Politiker,Q5,Mënsch,PER
Q61260,Gustaf Gründgens,däitschen Intendant a Schauspiller,Q5,Mënsch,PER
Q61267,Johann Heinrich Mädler,däitschen Astronom,Q5,Mënsch,PER
Q61278,Ronny Ackermann,däitsche Schileefer,Q5,Mënsch,PER
Q61307,Ulla Schmidt,däitsch Politikerin,Q5,Mënsch,PER
Q61321,Rudolf Scharping,däitsche Politiker,Q5,Mënsch,PER
Q61371,Julian Schieber,däitsche foussballspiller,Q5,Mënsch,PER
Q61386,Wolfgang Tiefensee,däitsche Politiker,Q5,Mënsch,PER
Q61393,Johanna Wokalek,däitsch Schauspillerin,Q5,Mënsch,PER
Q61412,Eleanor Marx,däitsch-englesch Sozialistin a jéngst Duechter vu Karl Marx,Q5,Mënsch,PER
Q61510,Gottfried John,däitsche Schauspiller,Q5,Mënsch,PER
Q61552,Walter Gotell,däitsche Schauspiller (1924–1997),Q5,Mënsch,PER
Q61587,Heinrich Bach,däitschen Organist,Q5,Mënsch,PER
Q61601,Georg Heym,däitsche Schrëftsteller,Q5,Mënsch,PER
Q61608,Horst Tappert,däitsche Schauspiller (1923–2008),Q5,Mënsch,PER
Q61620,Kunigunde vu Lëtzebuerg,Duechter vum Grof Siegfried I. vu Lëtzebuerg an Helleg,Q5,Mënsch,PER
Q61624,Rosi Mittermaier,däitsch Schileeferin,Q5,Mënsch,PER
Q61677,Christian Oliver,"däitsche Schauspiller, Synchronspriecher a Mannequin",Q5,Mënsch,PER
Q61716,Johann Gottfried Walther,däitsche Komponist,Q5,Mënsch,PER
Q61761,Pascual Jordan,däitsche Politiker,Q5,Mënsch,PER
Q61803,Michael Glos,däitsche Politiker,Q5,Mënsch,PER
Q61811,Ronald Pofalla,däitsche Politiker,Q5,Mënsch,PER
Q61859,Henry Koster,däitsche Filmregisseur,Q5,Mënsch,PER
Q61881,Bernd Eichinger,"däitschen Dréibuchauteur, Filmproduzent a -regisseur",Q5,Mënsch,PER
Q61897,Erika Steinbach,däitsch Politikerin,Q5,Mënsch,PER
Q61903,Norbert Röttgen,däitsche Politiker,Q5,Mënsch,PER
Q61938,Hannelore Kraft,däitsch Politikerin,Q5,Mënsch,PER
Q62071,Wilhelm Voigt,däitsche Schouster an Hauptmann von Köpenick,Q5,Mënsch,PER
Q62076,Bernd Förster,däitsche foussballspiller,Q5,Mënsch,PER
Q62077,Theo Waigel,däitsche Politiker,Q5,Mënsch,PER
Q62098,Hansi Müller,däitsche foussballspiller,Q5,Mënsch,PER
Q62162,Fritz Walter,däitsche foussballspiller,Q5,Mënsch,PER
Q62173,Sabine Leutheusser-Schnarrenberger,däitsch Politikerin,Q5,Mënsch,PER
Q62185,Erich Ollenhauer,däitsche Politiker,Q5,Mënsch,PER
Q62196,Peter Harry Carstensen,däitsche Politiker,Q5,Mënsch,PER
Q62198,Amauri,italieenesche Foussballspiller,Q5,Mënsch,PER
Q62202,Peter Struck,däitsche Politiker,Q5,Mënsch,PER
Q62204,Rudi Altig,däitsche Vëlossportler,Q5,Mënsch,PER
Q62206,Egon Bahr,däitsche Politiker,Q5,Mënsch,PER
Q62214,Gerhard Stoltenberg,däitsche Politiker,Q5,Mënsch,PER
Q62237,Georg Leber,däitsche Politiker,Q5,Mënsch,PER
Q62257,Michel Constantin,franséische Schauspiller a Sportler,Q5,Mënsch,PER
Q62279,Björn Engholm,däitsche Politiker,Q5,Mënsch,PER
Q62284,Princess Mathilde of Saxony,Wikimedia-Homonymiesäit,Q5,Mënsch,PER
Q62308,Anneliese Rothenberger,däitsch Sopranistin,Q5,Mënsch,PER
Q62309,Hans Albert,däitsche Philosoph,Q5,Mënsch,PER
Q62310,Senta Berger,éisträichesch Schauspillerin a Filmproduzentin,Q5,Mënsch,PER
Q62313,Johann Benedict Listing,däitsche Mathematiker,Q5,Mënsch,PER
Q62314,Arno Arthur Wachmann,däitsche Astronom,Q5,Mënsch,PER
Q62315,Karl Rosenkranz,däitsche Philosoph,Q5,Mënsch,PER
Q62317,Gottfried Kirch,däitschen Astronom,Q5,Mënsch,PER
Q62319,Elisabeth Pähtz,däitsch Schachspillerin,Q5,Mënsch,PER
Q62322,Otto Bartning,däitschen Architekt,Q5,Mënsch,PER
Q62324,Alfred Bohrmann,däitschen Astronom,Q5,Mënsch,PER
Q62327,Magda Schneider,däitsch Schauspillerin,Q5,Mënsch,PER
Q62330,Ferdinand Sauerbruch,däitsche Chirurg,Q5,Mënsch,PER
Q62331,Neo Rauch,däitsche Moler,Q5,Mënsch,PER
Q62332,Johann von Aldringen,Feldhär am Déngscht vun der Kathoulescher Liga,Q5,Mënsch,PER
Q62333,Peter Müller,däitsche Politiker,Q5,Mënsch,PER
Q62334,Ulrich Plenzdorf,däitsche Schrëftsteller,Q5,Mënsch,PER
Q62335,Christl Cranz,däitsch Alpinschileeferin,Q5,Mënsch,PER
Q62336,Wilhelm von Biela,éisträicheschen Astronom an Offizéier,Q5,Mënsch,PER
Q62342,Mark Medlock,däitsche Pop-Sänger,Q5,Mënsch,PER
Q62346,Katja Riemann,däitsch Schauspillerin  a Sängerin,Q5,Mënsch,PER
Q62352,Johannes Heesters,hollännesche Schauspiller an Sänger,Q5,Mënsch,PER
Q62353,Karin Dor,däitsch Schauspillerin,Q5,Mënsch,PER
Q62354,Jean-François Copé,franséische Politiker,Q5,Mënsch,PER
Q62365,Marie Luise Kaschnitz,däitsch Lyrikerin a Schrëftstellerin,Q5,Mënsch,PER
Q62374,Lutz D. Schmadel,däitschen Astronom,Q5,Mënsch,PER
Q62376,Siegfried Dehn,däitsche Musekolog,Q5,Mënsch,PER
Q62404,Sophie La Roche,däitsch Schrëftstellerin,Q5,Mënsch,PER
Q62414,Rudolf Augstein,däitsche Politiker,Q5,Mënsch,PER
Q62437,Frank Farian,"däitsche Museksproduzent, Komponist a Sänger",Q5,Mënsch,PER
Q62461,Ferdinand Leitner,däitschen Dirigent,Q5,Mënsch,PER
Q62512,Johann Peter Hebel,"däitschen Dichter, Theolog a Pedagog",Q5,Mënsch,PER
Q62547,Michael Ballhaus,däitsche Kameramann a Filmregisseur,Q5,Mënsch,PER
Q62553,Albert vun Thurn an Taxis,Prënz vun Thurn an Taxis,Q5,Mënsch,PER
Q62555,Gottlob Frick,däitsche Bass-Sänger,Q5,Mënsch,PER
Q62557,August Diehl,däitsche Schauspiller,Q5,Mënsch,PER
Q62558,Cyd Charisse,amerikanesche Schauspiller,Q5,Mënsch,PER
Q62590,Arno Stabbert,däitsche Politiker,Q5,Mënsch,PER
Q62618,Anny Ondra,däitsch Schauspillerin,Q5,Mënsch,PER
Q62620,Dita Parlo,däitsch Schauspillerin,Q5,Mënsch,PER
Q62631,Reinhard Mohn,däitschen Entreprener,Q5,Mënsch,PER
Q62648,Antje Traue,däitsch Schauspillerin,Q5,Mënsch,PER
Q62662,Leo Kirch,däitsche Medienentreprener,Q5,Mënsch,PER
Q62671,Paul Löbe,däitsche Politiker,Q5,Mënsch,PER
Q62673,Klaus von Dohnanyi,däitsche Politiker,Q5,Mënsch,PER
Q62680,Stefanie Zweig,däitsch Schrëftstellerin,Q5,Mënsch,PER
Q62703,Wolfgang Thierse,däitsche Politiker,Q5,Mënsch,PER
Q62728,Karl Christian Bruhns,däitschen Astronom a Geodet,Q5,Mënsch,PER
Q62751,Robert Bartko,däitsche Vëlossportler,Q5,Mënsch,PER
Q62753,Günter de Bruyn,däitsche Schrëftsteller,Q5,Mënsch,PER
Q62789,Albert Speer,däitschen Urbanist an Architekt,Q5,Mënsch,PER
Q62809,Olga Tschechowa,däitsch Schauspillerin,Q5,Mënsch,PER
Q62810,Andrea Nahles,däitsch Politikerin,Q5,Mënsch,PER
Q62889,Klaus Töpfer,däitsche Politiker,Q5,Mënsch,PER
Q62892,Uwe Tellkamp,däitsche Schrëftsteller an Dokter,Q5,Mënsch,PER
Q62938,Joseph de Salm-Reifferscheidt-Dyck,franséische Politiker,Q5,Mënsch,PER
Q62956,Caroline Link,däitsch Filmregisseurin,Q5,Mënsch,PER
Q62961,Klaus Doldinger,"däitsche Museker, Komponist, Bandleader a Saxophonist (1936-2025)",Q5,Mënsch,PER
Q62975,Sharon Stone,amerikanesch Schauspillerin,Q5,Mënsch,PER
Q62985,Marieluise Fleißer,däitsch Schrëftstellerin,Q5,Mënsch,PER
Q62995,Jens Lehmann,däitsche Politiker,Q5,Mënsch,PER
Q63033,Anna Maria Mühe,däitsch Schauspillerin,Q5,Mënsch,PER
Q63059,Veronica Ferres,däitsch Schauspillerin,Q5,Mënsch,PER
Q63062,Götz George,däitsche Schauspiller,Q5,Mënsch,PER
Q63152,Drafi Deutscher,"däitsche Sänger, Komponist a Museksproduzent",Q5,Mënsch,PER
Q63189,Dana Wynter,brittesch Schauspillerin,Q5,Mënsch,PER
Q63242,Rolf Aldag,däitsche Vëlossportler,Q5,Mënsch,PER
Q63275,Marylise Lebranchu,franséische Politiker,Q5,Mënsch,PER
Q63289,Dinah Pfizenmaier,däitsch Tennisspillerin,Q5,Mënsch,PER
Q63296,Maria Schrader,däitsch Schauspillerin,Q5,Mënsch,PER
Q63346,Hermann Scheer,däitsche Politiker,Q5,Mënsch,PER
Q63415,Dirk Niebel,däitsche Politiker,Q5,Mënsch,PER
Q63421,Max Brauer,däitsche Politiker,Q5,Mënsch,PER
Q63434,Adam Stegerwald,däitsche Politiker,Q5,Mënsch,PER
Q63439,Alexander Hacke,däitsche Museker,Q5,Mënsch,PER
Q63450,Juliane Köhler,däitsch Schauspillerin,Q5,Mënsch,PER
Q63475,Henri Gatien Bertrand,franséische Politiker,Q5,Mënsch,PER
Q63523,Helmut Griem,däitsche Schauspiller an Theaterregisseur,Q5,Mënsch,PER
Q63545,Karl Moritz Schumann,Botaniker (1851–1904),Q5,Mënsch,PER
Q63618,Dominique Perben,franséische Politiker,Q5,Mënsch,PER
Q63628,Dominique Bussereau,franséische Politiker,Q5,Mënsch,PER
Q63655,Thierry Mariani,franséische Politiker,Q5,Mënsch,PER
Q63689,Joanna Kerns,amerikanesch Schauspillerin,Q5,Mënsch,PER
Q63693,Marc Zwiebler,Badmintonspiller,Q5,Mënsch,PER
Q63715,Hermann von François,däitsche Generol,Q5,Mënsch,PER
Q63740,Peter Lorenz,däitsche Politiker,Q5,Mënsch,PER
Q63745,Julius Rietz,däitschen Dirigent,Q5,Mënsch,PER
Q63781,Alfred Abel,däitsche Schauspiller,Q5,Mënsch,PER
Q63790,Petra Rossner,däitsch Vëlossportlerin,Q5,Mënsch,PER
Q63816,Heinrich George,däitsche Schauspiller,Q5,Mënsch,PER
Q63879,Chris Christie,amerikanesche Politiker,Q5,Mënsch,PER
Q63890,Bernd Heynemann,däitsche Politiker,Q5,Mënsch,PER
Q64096,Markus Meckel,däitsche Politiker,Q5,Mënsch,PER
Q64176,Kurt Biedenkopf,däitsche Politiker,Q5,Mënsch,PER
Q64240,Willy Fritsch,däitsche Schauspiller,Q5,Mënsch,PER
Q64270,Wilhelm Gliese,däitschen Astronom,Q5,Mënsch,PER
Q64358,Hans-Jürgen Syberberg,däitsche Filmregisseur,Q5,Mënsch,PER
Q64412,Frei Otto,däitschen Architekt an Enseignant,Q5,Mënsch,PER
Q64426,Ernst Friedrich Richter,däitsche Musekstheoretiker,Q5,Mënsch,PER
Q64449,John J. Roane,amerikanesche Politiker,Q5,Mënsch,PER
Q64458,Augustus A. Chapman,amerikanesche Politiker,Q5,Mënsch,PER
Q64463,Franck Riester,franséische Politiker,Q5,Mënsch,PER
Q64467,Theodor Oberländer,däitsche Politiker,Q5,Mënsch,PER
Q64485,John J. Wood,amerikanesche Politiker,Q5,Mënsch,PER
Q64525,Peter Ramsauer,däitsche Politiker,Q5,Mënsch,PER
Q64528,Andrea Fischer,däitsch Politikerin (1960-),Q5,Mënsch,PER
Q64531,Jakob Kaiser,däitsche Politiker,Q5,Mënsch,PER
Q64553,Helena vun Nassau,däitsch Prinzessin,Q5,Mënsch,PER
Q64558,Elisabeth Mara,däitsch Operesängerin,Q5,Mënsch,PER
Q64577,Peter Berling,"däitsche Filmproduzent, Dréibuchauteur, Schrëftsteller a Schauspiller",Q5,Mënsch,PER
Q64610,Veruschka,däitsch Schauspillerin,Q5,Mënsch,PER
Q64678,Paul Bern,amerikanesche Filproduzent (1889-1932),Q5,Mënsch,PER
Q64788,Harold C. Ostertag,amerikanesche Politiker,Q5,Mënsch,PER
Q64790,Henry A. Edmundson,amerikanesche Politiker,Q5,Mënsch,PER
Q64798,Edward Lucas,amerikanesche Politiker,Q5,Mënsch,PER
Q64806,Jacob Crocheron,amerikanesche Politiker,Q5,Mënsch,PER
Q64823,Florian Lukas,däitsche Schauspiller,Q5,Mënsch,PER
Q64993,Günther Maleuda,däitsche Politiker,Q5,Mënsch,PER
Q64998,Täve Schur,däitsche Politiker,Q5,Mënsch,PER
